date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-10 02:20:48,CPU_Vamp_Heart,,0,0,0,"https://youtu.be/r92hykpvZRw what i hear whenever ozy, gil and more gil are in a room together",,,,1281413028307705859,https://twitter.com/CPU_Vamp_Heart/status/1281413028307705859
2020-07-10 02:20:35,dr_satoakix,,0,0,0,"CPUだけで280万・・・",,,,1281412975358652416,https://twitter.com/dr_satoakix/status/1281412975358652416
2020-07-10 02:20:23,GranSkyline,,0,0,0,"Who's actually buying 6th gen i7s for $200+? How is a 5 y/o part retaining so much of its cost? I just want a cheap CPU upgrade",,,,1281412927073980416,https://twitter.com/GranSkyline/status/1281412927073980416
2020-07-10 02:20:20,ksinyourareaa,,0,0,0,"ทำไมกูใช้แล้วเป็นสิววะ",,,,1281412912318304256,https://twitter.com/ksinyourareaa/status/1281412912318304256
2020-07-10 02:20:17,SlickL_CPU,ZeldaUniverse,0,0,0,"Own it, still play from time to time. Much more portable than the switch",,,,1281412899693629442,https://twitter.com/SlickL_CPU/status/1281412899693629442
2020-07-10 02:20:16,notanotherpi,,0,0,0,"Free RAM: 306 (370) Nb. processes: 110 Up time: 32 days, 3:28 Nb. connections: 2 T(C): 50.8 CPU speed: arm_freq=900",,,,1281412893968347136,https://twitter.com/notanotherpi/status/1281412893968347136
2020-07-10 02:20:14,AgentCPU0,HelenAngel,0,0,0,"I don't think TikTok is fully to blame. They may be allowing it, but it's their users who started it. Instead of banning the platform, maybe we should get their attraction and have them ban those who are doing it. I'm sure there'd be people in the crossfire otherwise",,,,1281412889304342529,https://twitter.com/AgentCPU0/status/1281412889304342529
2020-07-10 02:20:11,Davids_RasPi,,0,0,0,"Hot water tank temperatures at: 2020/07/10 03:20:05 top=37.0 side=33.0 middle=32.0 stat=29.0 bottom=25.562 board=21.5 loft=15.0 CPU=37.4",,,,1281412875668553728,https://twitter.com/Davids_RasPi/status/1281412875668553728
2020-07-10 02:20:03,draefon_pi,,0,0,0,"2020-07-10_11:20:03 今のCPU温度は 42.2 ℃です。(raspiApWht20n)",,,,1281412843116433408,https://twitter.com/draefon_pi/status/1281412843116433408
2020-07-10 02:20:03,qunaud_test,,0,0,0,"CPU温度= 39.166℃ 2020年 7月 10日 金曜日 11:20:01 JST",,,,1281412840205606913,https://twitter.com/qunaud_test/status/1281412840205606913
2020-07-10 02:20:03,hermit_space,,0,0,0,"現在2020/07/10 11:20:01 部屋の温度は 28.6389053079 度 湿度は 72.566315713 % 気圧は 1012.46618483 hpa CPU温度は 46.2 ℃です。",,,,1281412839542947846,https://twitter.com/hermit_space/status/1281412839542947846
2020-07-10 02:20:01,FujishiroServer,,0,0,0,"Fujishiro-23 日本標準時 2020/07/10 金曜日 11:20:01 CPU周波数: 3400MHz CPU温度: 54.0℃ 55.0℃ 51.0℃ 52.0℃ HDD温度: 40℃ 35℃ 40℃ 40℃ 36℃ 36℃",,,,1281412832660054018,https://twitter.com/FujishiroServer/status/1281412832660054018
2020-07-10 02:19:57,RitsaIdols,CPU_Vamp_Heart,0,0,0,"Damn such a perv~ but alas not good enough!",,,,1281412816151470080,https://twitter.com/RitsaIdols/status/1281412816151470080
2020-07-10 02:19:55,Viking2121_,Viking2121_,0,0,0,"Asus x99 boards killing CPU's was sorta common, Got an EVGA x99 board with a 5960x 4.5ghz, its still going and its 5 years old. I still have that Asus x99 board, just bought a cheap Xeon for it and see if I'll last with a low powered Xeon. pic.twitter.com/Lyhci40hzC",,,,1281412808467415041,https://twitter.com/Viking2121_/status/1281412808467415041
2020-07-10 02:19:34,d1vImneAcNq4zb5,,0,0,0,"Intel製CPUに新たな脆弱性「SPOILER」が発見される。シリコンレベルで再設計しなければ修正できないもようhttp://fanblogs.jp/yume6/",,,,1281412718704988160,https://twitter.com/d1vImneAcNq4zb5/status/1281412718704988160
2020-07-10 02:19:20,CPU_Vamp_Heart,RitsaIdols,1,0,1,"damn it mmmmwhat if i... *flips your skirt*",,,,1281412660039487491,https://twitter.com/CPU_Vamp_Heart/status/1281412660039487491
2020-07-10 02:18:56,YoshidaHe8ro,Lobolabo,0,0,0,"一応生きてマスタ。 記憶系ではなくCPUや電源周り疑惑もヾ(⌒(_-ω-)_ いまGoogleドライブに重要ファイルをバックアップ中ｗ",,,,1281412562140053504,https://twitter.com/YoshidaHe8ro/status/1281412562140053504
2020-07-10 02:18:42,CollegeAnimeGuy,tatami_DAZE,0,0,0,"I like movement and playing against good players while wanting to learn that and having to learn neutral/combo made the game very not fun. I just pushed through it and now i kill people",,,,1281412499510829060,https://twitter.com/CollegeAnimeGuy/status/1281412499510829060
2020-07-10 02:18:41,tv_naito,,0,0,0,"CPUが5Ghzで回る気持ち良さってのは普通の分からないか・・・車でx00km出たみたいな感じなのかな",,,,1281412499296804864,https://twitter.com/tv_naito/status/1281412499296804864
2020-07-10 02:18:31,tech2js,,0,3,1,"Node vs java? When to use either of the languages? Well, as far as I know, #nodejs suits for heavy i/o operations and #java suits for cpu intensive operations. So, it depends really on what kind of application you are working on.",,,#nodejs #java,1281412457295159298,https://twitter.com/tech2js/status/1281412457295159298
2020-07-10 02:18:30,Stallzy,s3lsunblue,1,0,0,"it's a cpu cooler",,,,1281412452727623680,https://twitter.com/Stallzy/status/1281412452727623680
2020-07-10 02:18:28,babys0225,,0,0,0,"次に買うPCの為に初めてゲーミングPCについて色々調べてるんだけど CPU:Ryzen 9 3900X GPU:RTX 2080 Ti メモリ:32GB(動画編集を考慮) 電源:700w↑(GOLDクラス) SSD:1TB↑(出来ればm2) これがベストかな？",,,,1281412441876750336,https://twitter.com/babys0225/status/1281412441876750336
2020-07-10 02:18:25,neunetneucom,,0,0,0,"SSDをSecure Erase機能で安全に消去する https://qiita.com/nvsofts/items/f46c8a1b3541894ad382 … #Qiita",,,#Qiita,1281412429369368578,https://twitter.com/neunetneucom/status/1281412429369368578
2020-07-10 02:18:23,cpu_rakko,namako678,0,0,0,"コインランドリー行くのめんどくて行かない 毎日部屋干し",,,,1281412420976570368,https://twitter.com/cpu_rakko/status/1281412420976570368
2020-07-10 02:18:15,on_soramimi,,0,0,0,"ボンゴ ＣＰＵチューン | RSPANTERA 隊長のブログ https://ameblo.jp/rspt1987/entry-12609743415.html …",,,,1281412389473116160,https://twitter.com/on_soramimi/status/1281412389473116160
2020-07-10 02:18:14,Muromonn,,0,0,2,"CPU届いた！ これでZEN3まで待つ pic.twitter.com/IGaSdQDnl5",,,,1281412383261351936,https://twitter.com/Muromonn/status/1281412383261351936
2020-07-10 02:18:02,wq6mov,koukix,0,0,0,"コレは完全に同意。 そもそもCPUとメモリは扱えるデータ量に直結する訳だから仕事用のPCで真っ先に予算を回すべき箇所だと思います。",,,,1281412335555375104,https://twitter.com/wq6mov/status/1281412335555375104
2020-07-10 02:18:02,ALK_PSO2_ship4,,0,0,1,"すごいCPUに勝てた(「・ω・)「かなり時間かかる・・・ #世界のアソビ大全 #NintendoSwitchpic.twitter.com/X21b88DBLZ",,,#世界のアソビ大全 #NintendoSwitchpic,1281412332837453824,https://twitter.com/ALK_PSO2_ship4/status/1281412332837453824
2020-07-10 02:17:53,kish_rc_flyers,,0,0,0,"CPU temp: 102.2 shed temp: 76.0 pic.twitter.com/BfmQM16zpW",,,,1281412297269940226,https://twitter.com/kish_rc_flyers/status/1281412297269940226
2020-07-10 02:17:53,TheLShepherd,,0,0,0,"thats CPu for u ok? glad we found u POW",,,,1281412297219551232,https://twitter.com/TheLShepherd/status/1281412297219551232
2020-07-10 02:17:53,SlickL_CPU,Jaxon41123032,0,0,0,"I’d like to point out that in my college’s sexual assault seminar, they say signs of potential deviant activity start with someone mentally undressing you. Not saying that Hbox is a predator, but it is a clear cut sign of sexual harassment and can enable others to do worse",,,,1281412296292667392,https://twitter.com/SlickL_CPU/status/1281412296292667392
2020-07-10 02:17:23,Brady_ssbu,,2,0,1,"ok I played offline against a cpu as wolf and why have I not released how good this feels to play",,,,1281412171721781249,https://twitter.com/Brady_ssbu/status/1281412171721781249
2020-07-10 02:17:08,skimmilk1984,nep_tsushin,0,0,0,"@LadyBlancWH @CPU_Blanc_",,@LadyBlancWH @CPU_Blanc_,,1281412107053887489,https://twitter.com/skimmilk1984/status/1281412107053887489
2020-07-10 02:16:50,NixonCPU,insecta_,0,0,0,"I GET IT YOURE IN LUV",,,,1281412030193258497,https://twitter.com/NixonCPU/status/1281412030193258497
2020-07-10 02:16:48,BettorsW,BettorsW,0,0,0,"Missed both lol stupid ass cpu https://twitter.com/bettorsw/status/1281376151437553664 …",,,,1281412022865887234,https://twitter.com/BettorsW/status/1281412022865887234
2020-07-10 02:16:36,1ESM8Axhf9Bgugh,,0,0,0,"日本人初の月面着陸 アポロ計画（1961年 – 1975年）当時のコンピュータの性能 ＣＰＵ：1.7MIPS 主記憶装置：1024KB 補助記憶装置：8MB（磁気テープ） 【参考】ファミコン ＣＰＵ：8bit 1.79MHz 64KB 主記憶装置：2KB 補助記憶装置：1MB（カートリッジROM）",,,,1281411971485536256,https://twitter.com/1ESM8Axhf9Bgugh/status/1281411971485536256
2020-07-10 02:16:22,MicrosoftCPU,TMZ,0,0,0,"That’s Trump and the water is the democrats.",,,,1281411915638550528,https://twitter.com/MicrosoftCPU/status/1281411915638550528
2020-07-10 02:16:13,chhaarlyynn,svdreddd,0,0,0,"I miss minute burger sa cpu https://twitter.com/svdreddd/status/1281074379250532352 …",,,,1281411876279091200,https://twitter.com/chhaarlyynn/status/1281411876279091200
2020-07-10 02:16:03,mrgn0me,ahamplan,0,0,0,"It's not abnormal but it might mean you need a bigger/more efficient fan for the CPU or you have dust build up, or not enough airflow. Or you just have a loud fan",,,,1281411835518947328,https://twitter.com/mrgn0me/status/1281411835518947328
